route_id,route,location,url,avg_stars,rating,rating_simple,rating_int,pitches,length,x,y,region_1,region_2,region_3,region_4,x_diff,y_diff,description,protection,text,feature_tags,good_tags,other_tags,bad_tags,skill,bad_ind,good_ind,fun_ind,pretty_ind,boulder_ind,rope_ind,tr_ind,trad_ind,sport_ind
124332700,Giant Guppy,Northern WV > Coopers Rock State Forest > Furnace Road Areas > Wonderland Ridge > Guppy Area > Guppy Boulder,https://www.mountainproject.com/route/124332700/giant-guppy,4,V4,v4,4,1,NA,-79.83115,39.65522,Northern WV,Coopers Rock State Forest,Furnace Road Areas,NA,-0.030019999999993274,0.002420000000000755,Sit start low on the arete and climb up slopers and jugs with big moves. Topout up and slightly right.,A pad. Maybe a spotter to hold the pad in place.,giant guppy: sit start low on the arete and climb up slopers and jugs with big moves. topout up and slightly right.,"arete, jug, sloper",-,-,-,-,0,0,0,0,1,0,0,0,0
124332407,Head Over Heels,Northern WV > Coopers Rock State Forest > Furnace Road Areas > Wonderland Ridge > Limelight Area > Heels Boulder,https://www.mountainproject.com/route/124332407/head-over-heels,4,V4-5,v5,5,1,NA,-79.829,39.65328,Northern WV,Coopers Rock State Forest,Furnace Road Areas,NA,0.0021500000000003183,-0.0019399999999976103,Start on the horizontal crack at the base of the roof. Climb out to the arete using jugs. Figure out how to get into the small dihedral and topout. Super unique movement on this one.,A pad.,head over heels: start on the horizontal crack at the base of the roof. climb out to the arete using jugs. figure out how to get into the small dihedral and topout. super unique movement on this one.,"arete, crack, dihedral, jug, roof",-,-,-,-,0,0,0,0,1,0,0,0,0
126786924,Gritiocracy,Northern WV > Coopers Rock State Forest > Furnace Road Areas > Wonderland Ridge > Limelight Area > Sous Vide Boulder,https://www.mountainproject.com/route/126786924/gritiocracy,2.3,V0-1,v1,1,1,10,-79.82885,39.65322,Northern WV,Coopers Rock State Forest,Furnace Road Areas,NA,1.4999999999076863e-4,-6.0000000004833964e-5,"Climb the left arête from a sit start on the horizontal. The features out left in the mini dihedral are on, but can be eliminated for a harder problem.",1-2 pads,"gritiocracy: climb the left arête from a sit start on the horizontal. the features out left in the mini dihedral are on, but can be eliminated for a harder problem.","arete, dihedral",-,-,-,-,0,0,0,0,1,0,0,0,0
126751004,Sous Vide,Northern WV > Coopers Rock State Forest > Furnace Road Areas > Wonderland Ridge > Limelight Area > Sous Vide Boulder,https://www.mountainproject.com/route/126751004/sous-vide,3,V4,v4,4,1,NA,-79.82885,39.65322,Northern WV,Coopers Rock State Forest,Furnace Road Areas,NA,0,0,"Sit start low in a slot, climb through a jug to a flat ledge. Use the pocket up and right and topout.",A pad.,"sous vide: sit start low in a slot, climb through a jug to a flat ledge. use the pocket up and right and topout.","jug, ledge, pocket",-,-,-,-,0,0,0,0,1,0,0,0,0
201469454,Starship,Northern WV > Coopers Rock State Forest > Furnace Road Areas > Wonderland Ridge > T-Block Area > Starship Boulder,https://www.mountainproject.com/route/201469454/starship,4,V4 PG13,v4,4,1,NA,-79.8305,39.65412,Northern WV,Coopers Rock State Forest,Furnace Road Areas,NA,-0.001649999999997931,9.000000000014552e-4,One of the most aesthetic boulders along Wonderland Ridge. Start on comfy sloper jugs and climb left on more jugs. Big moves between even more jugs lead to a dihedral with cool moves on even moooore jugs. Continue to the lip and top out.,Most climbers will want three pads.,starship: one of the most aesthetic boulders along wonderland ridge. start on comfy sloper jugs and climb left on more jugs. big moves between even more jugs lead to a dihedral with cool moves on even moooore jugs. continue to the lip and top out.,"dihedral, jug, sloper",cool,-,-,-,0,1,0,0,1,0,0,0,0
124332666,Girls in the Hood,Northern WV > Coopers Rock State Forest > Furnace Road Areas > Wonderland Ridge > T-Block Area > Starship Boulder,https://www.mountainproject.com/route/124332666/girls-in-the-hood,4,V5,v5,5,1,NA,-79.8305,39.65412,Northern WV,Coopers Rock State Forest,Furnace Road Areas,NA,0,0,"Crouch start matched on the huge flat dish jug. Traverse left past an amazing jug, an undercling, and slopers to flat jugs until you reach the arête. Topout up the easy slab. Climbs like a small route.",Two pads works. Or a spotter to drag a pad.,"girls in the hood: crouch start matched on the huge flat dish jug. traverse left past an amazing jug, an undercling, and slopers to flat jugs until you reach the arête. topout up the easy slab. climbs like a small route.","arete, jug, slab, sloper, traverse",easy,-,-,-,0,1,0,0,1,0,0,0,0
124332601,Daddy’s Rock Puzzle Extension,Northern WV > Coopers Rock State Forest > Furnace Road Areas > Wonderland Ridge > T-Block Area > T-Block,https://www.mountainproject.com/route/124332601/daddys-rock-puzzle-extension,4,V3-4 PG13,v4,4,1,NA,-79.83047,39.65407,Northern WV,Coopers Rock State Forest,Furnace Road Areas,NA,2.9999999995311555e-5,-5.000000000165983e-5,"Do the entire traverse, but finish with the straight up crux of Daddy’s Rock Puzzle.",Two or three pads. Crux is at the top.,"daddy’s rock puzzle extension: do the entire traverse, but finish with the straight up crux of daddy’s rock puzzle.","crux, traverse",-,-,-,-,0,0,0,0,1,0,0,0,0
124332626,Mr. T,Northern WV > Coopers Rock State Forest > Furnace Road Areas > Wonderland Ridge > T-Block Area > T-Block,https://www.mountainproject.com/route/124332626/mr-t,4,V4 PG13,v4,4,1,NA,-79.83047,39.65407,Northern WV,Coopers Rock State Forest,Furnace Road Areas,NA,0,0,Five stars. Stand start in the dihedral to the right and climb up the arête on unique holds. Jam the crack and make a spooky move to the lip and topout.,"Boy howdy, get some pads. Like three. Cowboy up.",mr. t: five stars. stand start in the dihedral to the right and climb up the arête on unique holds. jam the crack and make a spooky move to the lip and topout.,"arete, crack, dihedral",-,spooky,-,jam,0,0,0,0,1,0,0,0,0
124332615,T-Block Slab,Northern WV > Coopers Rock State Forest > Furnace Road Areas > Wonderland Ridge > T-Block Area > T-Block,https://www.mountainproject.com/route/124332615/t-block-slab,4,V5 PG13,v5,5,1,NA,-79.83047,39.65407,Northern WV,Coopers Rock State Forest,Furnace Road Areas,NA,0,0,"Stand start with sloping holds and a high gaston. Crank up through long moves on flat edges to a high step to the lip, then topout.",A pad or two.,"t-block slab: stand start with sloping holds and a high gaston. crank up through long moves on flat edges to a high step to the lip, then topout.",slab,-,-,-,-,0,0,0,0,1,0,0,0,0
124411527,Patriotic Turkey,Northern WV > Coopers Rock State Forest > Furnace Road Areas > Wonderland Ridge > Turkey Feather Boulder,https://www.mountainproject.com/route/124411527/patriotic-turkey,2,V4,v4,4,1,NA,-79.826,39.652,Northern WV,Coopers Rock State Forest,Furnace Road Areas,NA,0.004470000000011964,-0.0020699999999962415,Sit start left of the bulging arete on nice holds and climb up and slightly left to a low topout on the lower tier.,A pad.,patriotic turkey: sit start left of the bulging arete on nice holds and climb up and slightly left to a low topout on the lower tier.,arete,nice,-,-,-,0,1,0,0,1,0,0,0,0
122533743,Bear Claw,Northern WV > Coopers Rock State Forest > In-Between Area > Bear’s Den,https://www.mountainproject.com/route/122533743/bear-claw,4,V2,v2,2,1,10,-79.80879,39.63463,Northern WV,Coopers Rock State Forest,In-Between Area,NA,0,0,Sit start hand jamming in crack and climb up to the claw feature using crimps and traverse right to top out,Pads,bear claw: sit start hand jamming in crack and climb up to the claw feature using crimps and traverse right to top out,"crack, crimp, traverse",-,-,-,-,0,0,0,0,1,0,0,0,0
122533780,Bear Hug,Northern WV > Coopers Rock State Forest > In-Between Area > Bear’s Den,https://www.mountainproject.com/route/122533780/bear-hug,2,V4,v4,4,1,12,-79.80879,39.63463,Northern WV,Coopers Rock State Forest,In-Between Area,NA,0,0,Same as Bear Claw but stay underneath the feature using both sides as a squeeze problem and top out at far end,Pads,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0
122532512,Whiskey Morning,Northern WV > Coopers Rock State Forest > In-Between Area > Corridors,https://www.mountainproject.com/route/122532512/whiskey-morning,3.5,V3,v3,3,1,14,-79.80866,39.63462,Northern WV,Coopers Rock State Forest,In-Between Area,NA,1.299999999986312e-4,-1.0000000003174137e-5,Sit start on pockets and edges and climb up to high point This one is soft for the grade. Not my typical V4!,Pads,whiskey morning: sit start on pockets and edges and climb up to high point this one is soft for the grade. not my typical v4!,pocket,-,-,-,-,0,0,0,0,1,0,0,0,0
122532575,Web’s Crack,Northern WV > Coopers Rock State Forest > In-Between Area > Corridors,https://www.mountainproject.com/route/122532575/webs-crack,2,V1,v1,1,1,12,-79.80866,39.63462,Northern WV,Coopers Rock State Forest,In-Between Area,NA,0,0,Stand start and climb obvious crack/ flake Can be done as a sit start but doesn’t add anything to the quality of the climb!,Pads,web’s crack: stand start and climb obvious crack/ flake can be done as a sit start but doesn’t add anything to the quality of the climb!,"crack, flake",-,thin,-,-,0,0,0,0,1,0,0,0,0
122532558,Broken Hearts and  Wine Bottles,Northern WV > Coopers Rock State Forest > In-Between Area > Corridors,https://www.mountainproject.com/route/122532558/broken-hearts-and-wine-bottles,3,V4,v4,4,1,14,-79.80866,39.63462,Northern WV,Coopers Rock State Forest,In-Between Area,NA,0,0,Sit start under low roof on underclings and make big move right to jug and continue straight up on variety of pockets and edges to top,Pads,broken hearts and  wine bottles: sit start under low roof on underclings and make big move right to jug and continue straight up on variety of pockets and edges to top,"jug, pocket, roof",-,-,-,-,0,0,0,0,1,0,0,0,0
126078461,Toppled,Northern WV > Coopers Rock State Forest > In-Between Area > Corridors,https://www.mountainproject.com/route/126078461/toppled,3,V4,v4,4,1,10,-79.80866,39.63462,Northern WV,Coopers Rock State Forest,In-Between Area,NA,0,0,Sit start LH on pocket with small pocket inside of the pocket and RH on crimp make some moves through low holds to gain slippery edge up and right but finish left to the high point,Pads,toppled: sit start lh on pocket with small pocket inside of the pocket and rh on crimp make some moves through low holds to gain slippery edge up and right but finish left to the high point,"crimp, pocket",-,-,-,-,0,0,0,0,1,0,0,0,0
126067580,"Whiskey, Wine, and Slab",Northern WV > Coopers Rock State Forest > In-Between Area > Corridors,https://www.mountainproject.com/route/126067580/whiskey-wine-and-slab,3,V4,v4,4,1,NA,-79.80866,39.63462,Northern WV,Coopers Rock State Forest,In-Between Area,NA,0,0,"A surprisingly fun link up with some powerful crimpy moves and delicate techy moves. Sit start the same as Whiskey Morning, but traverse into the crux section of Broken Hearts and Wine Bottles, then use the knob crimp to traverse right into the delicate top of Deg's Slab to topout.","One pad works for the large rock, but might be nice to have two or a spotter.","whiskey, wine, and slab: a surprisingly fun link up with some powerful crimpy moves and delicate techy moves. sit start the same as whiskey morning, but traverse into the crux section of broken hearts and wine bottles, then use the knob crimp to traverse right into the delicate top of deg's slab to topout.","crimp, crux, slab, traverse",fun,-,-,"powerful, techy",0,1,1,0,1,0,0,0,0
126769783,Abandon All Hope,Northern WV > Coopers Rock State Forest > In-Between Area > Corridors,https://www.mountainproject.com/route/126769783/abandon-all-hope,3.5,V5,v5,5,1,20,-79.80866,39.63462,Northern WV,Coopers Rock State Forest,In-Between Area,NA,0,0,Start deep in the cave beneath the large prow by sitting on the rock and matching the big pointed sloper jug. Climb up and out the roof using jugs until you hit the prow. Ride the prow all the way to the point before topping out.,Can be safely done with 4 pads but the more the merrier. 8 wouldn’t be bad. Hit it with a crew!,abandon all hope: start deep in the cave beneath the large prow by sitting on the rock and matching the big pointed sloper jug. climb up and out the roof using jugs until you hit the prow. ride the prow all the way to the point before topping out.,"jug, roof, sloper",-,-,-,-,0,0,0,0,1,0,0,0,0
124139922,Drop Ship,Northern WV > Coopers Rock State Forest > In-Between Area > Deep Woods Block,https://www.mountainproject.com/route/124139922/drop-ship,4,V4 PG13,v4,4,1,NA,-79.80998,39.63458,Northern WV,Coopers Rock State Forest,In-Between Area,NA,-0.0013199999999926604,-3.999999999848569e-5,Stand start on the left side of the arete. Tech your way through crimps and topout over the lip. Make sure you can downclimb to the left before fully comitting to topping this one out.,Two pads would be ideal.,drop ship: stand start on the left side of the arete. tech your way through crimps and topout over the lip. make sure you can downclimb to the left before fully comitting to topping this one out.,"arete, crimp",-,-,-,-,0,0,0,0,1,0,0,0,0
106997301,DeTaro on Crack,Northern WV > Coopers Rock State Forest > In-Between Area > Deep Woods Block,https://www.mountainproject.com/route/106997301/detaro-on-crack,3.8,5.9+,5.9,9,1,40,-79.80998,39.63458,Northern WV,Coopers Rock State Forest,In-Between Area,NA,0,0,"Hand crack splitting the center of block. Crack starts narrow then flares to 4"" at top. Crux is at the middle and top. Bring doubles of #1. The whole crack is slightly overhung the whole way. A number 4 will protect the crux well, but place it right or you'll deck if it blows. This climb is also known to some as ""Deep Woods Crack"".",There is a red maple tree to belay from at the top. There are also some loose flakes of rock on top. Be careful where you step. Rappel from red maple tree.,"detaro on crack: hand crack splitting the center of block. crack starts narrow then flares to 4"" at top. crux is at the middle and top. bring doubles of #1. the whole crack is slightly overhung the whole way. a number 4 will protect the crux well, but place it right or you'll deck if it blows. this climb is also known to some as ""deep woods crack"".","crack, crux",-,-,-,-,0,0,0,0,0,1,0,1,0
120978857,Labor and Delivery,Northern WV > Coopers Rock State Forest > In-Between Area > Labor and Delivery Area > Labor and Delivery Boulders,https://www.mountainproject.com/route/120978857/labor-and-delivery,3.8,V2+,v2,2,1,NA,-79.80871,39.63454,Northern WV,Coopers Rock State Forest,In-Between Area,NA,0.0012699999999910005,-3.999999999848569e-5,"An old-school V2. Sit start on jugs on the right side of the boulder (same as C-section.) Traverse left around the arete and under the lip, in front of the tree, and finish on Delivery.",Three pads or four?,"labor and delivery: an old-school v2. sit start on jugs on the right side of the boulder (same as c-section.) traverse left around the arete and under the lip, in front of the tree, and finish on delivery.","arete, jug, traverse",-,-,-,-,0,0,0,0,1,0,0,0,0
120978769,Delivery,Northern WV > Coopers Rock State Forest > In-Between Area > Labor and Delivery Area > Labor and Delivery Boulders,https://www.mountainproject.com/route/120978769/delivery,3.4,V2,v2,2,1,NA,-79.80871,39.63454,Northern WV,Coopers Rock State Forest,In-Between Area,NA,0,0,Sit (or crouch) start in the deep slot jug. Continue straight up between the two trees on solid crimps and topout over the lip.,A pad.,delivery: sit (or crouch) start in the deep slot jug. continue straight up between the two trees on solid crimps and topout over the lip.,"crimp, jug",-,-,-,-,0,0,0,0,1,0,0,0,0
122532372,Green Bean,Northern WV > Coopers Rock State Forest > In-Between Area > Labor and Delivery Area > Labor and Delivery Boulders,https://www.mountainproject.com/route/122532372/green-bean,2.5,V3,v3,3,1,8,-79.80871,39.63454,Northern WV,Coopers Rock State Forest,In-Between Area,NA,0,0,Sit low on jugs and move left to the green bean crimp and move up on crimps to top,Pads,green bean: sit low on jugs and move left to the green bean crimp and move up on crimps to top,"crimp, jug",-,-,-,-,0,0,0,0,1,0,0,0,0
120978877,C-section,Northern WV > Coopers Rock State Forest > In-Between Area > Labor and Delivery Area > Labor and Delivery Boulders,https://www.mountainproject.com/route/120978877/c-section,1.8,V0,v0,0,1,NA,-79.80871,39.63454,Northern WV,Coopers Rock State Forest,In-Between Area,NA,0,0,"Sit start on a flat jug and traverse slightly left before popping up to more sloping jugs, continuing up the arete to the lip of the boulder. Topout over the lip.",A pad or two.,"c-section: sit start on a flat jug and traverse slightly left before popping up to more sloping jugs, continuing up the arete to the lip of the boulder. topout over the lip.","arete, jug, traverse",-,-,-,-,0,0,0,0,1,0,0,0,0
120978836,Afterbirth,Northern WV > Coopers Rock State Forest > In-Between Area > Labor and Delivery Area > Labor and Delivery Boulders,https://www.mountainproject.com/route/120978836/afterbirth,3,V4,v4,4,1,NA,-79.80871,39.63454,Northern WV,Coopers Rock State Forest,In-Between Area,NA,0,0,Sit start as far back as you can on slot crimps and reach out to the lip. Bump through slopers over the lip and make an awkward move to establish on the slab and enjoy a mellow topout.TRY NOT TO USE THE BIG HOLD FOR YOUR FOOT AS YOU MOVE UP TO THE SLAB!!!  It is a crucial hand hold on the Labor and Delivery traverse and is likely to break with your full body weight on it!!!,A pad,afterbirth: sit start as far back as you can on slot crimps and reach out to the lip. bump through slopers over the lip and make an awkward move to establish on the slab and enjoy a mellow topout.try not to use the big hold for your foot as you move up to the slab!!!  it is a crucial hand hold on the labor and delivery traverse and is likely to break with your full body weight on it!!!,"crimp, slab, sloper, traverse",-,-,-,-,0,0,0,0,1,0,0,0,0
124139805,Egg Shell Crack,Northern WV > Coopers Rock State Forest > In-Between Area > Labor and Delivery Area > Oh Sh!t Boulder,https://www.mountainproject.com/route/124139805/egg-shell-crack,3,V4,v4,4,1,NA,-79.80848,39.63406,Northern WV,Coopers Rock State Forest,In-Between Area,NA,2.3000000000195087e-4,-4.800000000031446e-4,Stand start on an edge under the roof and climb up through a vertical crack and topout over the lip.,A pad or two.,egg shell crack: stand start on an edge under the roof and climb up through a vertical crack and topout over the lip.,"crack, roof",-,-,-,-,0,0,0,0,1,0,0,0,0
122532471,Little Flakey,Northern WV > Coopers Rock State Forest > In-Between Area > Labor and Delivery Area > Scoop Boulder,https://www.mountainproject.com/route/122532471/little-flakey,4,V3,v3,3,1,14,-79.80873,39.63384,Northern WV,Coopers Rock State Forest,In-Between Area,NA,-2.499999999940883e-4,-2.1999999999877673e-4,Stand start below big flake climb straight up,Pads,little flakey: stand start below big flake climb straight up,flake,-,-,-,-,0,0,0,0,1,0,0,0,0
122532446,Scoop Arete,Northern WV > Coopers Rock State Forest > In-Between Area > Labor and Delivery Area > Scoop Boulder,https://www.mountainproject.com/route/122532446/scoop-arete,4,V3,v3,3,1,14,-79.80873,39.63384,Northern WV,Coopers Rock State Forest,In-Between Area,NA,0,0,Stand start on scoop below arete and climb up and finish left on face,Pads,scoop arete: stand start on scoop below arete and climb up and finish left on face,"arete, face",-,-,-,-,0,0,0,0,1,0,0,0,0
122532436,Golden Skies,Northern WV > Coopers Rock State Forest > In-Between Area > Labor and Delivery Area > Scoop Boulder,https://www.mountainproject.com/route/122532436/golden-skies,2,V2,v2,2,1,8,-79.80873,39.63384,Northern WV,Coopers Rock State Forest,In-Between Area,NA,0,0,Sit low on crimps and climb out small roof,Pads,golden skies: sit low on crimps and climb out small roof,"crimp, roof",-,-,-,-,0,0,0,0,1,0,0,0,0
122532311,The Archer,Northern WV > Coopers Rock State Forest > In-Between Area > The Archer Boulder,https://www.mountainproject.com/route/122532311/the-archer,4,V4,v4,4,1,10,-79.80964,39.63434,Northern WV,Coopers Rock State Forest,In-Between Area,NA,-9.100000000046293e-4,5.000000000023874e-4,Stand start on vertical seam and using crimps and small pocket reach left for larger pocket (this move feels like you are pulling on a bow so shoot your shot) hard to use foot hold is the crux! Finish by establishing on the big pocket then top out,Pads,the archer: stand start on vertical seam and using crimps and small pocket reach left for larger pocket (this move feels like you are pulling on a bow so shoot your shot) hard to use foot hold is the crux! finish by establishing on the big pocket then top out,"crimp, crux, pocket",-,-,-,-,0,0,0,0,1,0,0,0,0
122395364,Caveman Arms,Northern WV > Coopers Rock State Forest > In-Between Area > The Diamond and The Cave Area,https://www.mountainproject.com/route/122395364/caveman-arms,2.8,V3,v3,3,1,10,-79.80994,39.63499,Northern WV,Coopers Rock State Forest,In-Between Area,NA,-2.999999999957481e-4,6.500000000002615e-4,Stand start on undercling and make big move to jug tops out on left ledgeBig detached ledge on for feet,Pads,caveman arms: stand start on undercling and make big move to jug tops out on left ledgebig detached ledge on for feet,"jug, ledge",-,-,-,-,0,0,0,0,1,0,0,0,0
116209158,Donkey Punch,Northern WV > Coopers Rock State Forest > In-Between Area > The Diamond and The Cave Area,https://www.mountainproject.com/route/116209158/donkey-punch,3,V3,v3,3,1,NA,-79.80994,39.63499,Northern WV,Coopers Rock State Forest,In-Between Area,NA,0,0,A thin slabby problem with smeary feet. Start on an undercling and a sidepull and make a dificult flexible move to a good edge. Move up and left past a good rail and top out.,Pads,donkey punch: a thin slabby problem with smeary feet. start on an undercling and a sidepull and make a dificult flexible move to a good edge. move up and left past a good rail and top out.,slab,good,"smear, thin",-,-,0,1,0,0,1,0,0,0,0
117841847,The Butt Bob,Northern WV > Coopers Rock State Forest > In-Between Area > The Diamond and The Cave Area,https://www.mountainproject.com/route/117841847/the-butt-bob,1.8,V3,v3,3,1,NA,-79.80994,39.63499,Northern WV,Coopers Rock State Forest,In-Between Area,NA,0,0,Start sitting with hands on the left side of the crack and crank up to hit the jug horizontal. Find the jug over the roof and do a cool top out move. Everything to the right of the crack is off for feet.,-,the butt bob: start sitting with hands on the left side of the crack and crank up to hit the jug horizontal. find the jug over the roof and do a cool top out move. everything to the right of the crack is off for feet.,"crack, jug, roof",cool,thin,-,-,0,1,0,0,1,0,0,0,0
116192248,Product of Pressure,Northern WV > Coopers Rock State Forest > In-Between Area > The Diamond and The Cave Area,https://www.mountainproject.com/route/116192248/product-of-pressure,3.9,V5+,v5,5,1,NA,-79.80994,39.63499,Northern WV,Coopers Rock State Forest,In-Between Area,NA,0,0,"Classic! Sit start on slopers then heel hook, compress, and slap your way to the top of the beautiful overhanging arete. Avoid everything left of the crack.Referred to as B***h Slap Arete in the old Brayack Guide.",Pads,"product of pressure: classic! sit start on slopers then heel hook, compress, and slap your way to the top of the beautiful overhanging arete. avoid everything left of the crack.referred to as b***h slap arete in the old brayack guide.","arete, crack, sloper","beautiful, classic",thin,-,heel hook,0,1,0,1,1,0,0,0,0
122395513,Above the Coffin,Northern WV > Coopers Rock State Forest > In-Between Area > The Diamond and The Cave Area,https://www.mountainproject.com/route/122395513/above-the-coffin,3.9,V8,v8,8,1,15,-79.80994,39.63499,Northern WV,Coopers Rock State Forest,In-Between Area,NA,0,0,"Sit start low on arete using pocket/ edge on arete for LH and ledge for RH then make big move to small pocket to gain ledge and move right to jug. At this point there are some variations:1) dyno to jug and finish up and right (this variation is probably more like V6)2) and another V6 variation is to use the left arete and finish by skipping the higher pocket (this is now an independent line that continues straight up the arete ""Death is Certain"")3) or the OG and true V8 way is statically using higher left hand small pocket to gain the seam above then finish up and right (this is definitely the harder of the three variations!",Pads,"above the coffin: sit start low on arete using pocket/ edge on arete for lh and ledge for rh then make big move to small pocket to gain ledge and move right to jug. at this point there are some variations:1) dyno to jug and finish up and right (this variation is probably more like v6)2) and another v6 variation is to use the left arete and finish by skipping the higher pocket (this is now an independent line that continues straight up the arete ""death is certain"")3) or the og and true v8 way is statically using higher left hand small pocket to gain the seam above then finish up and right (this is definitely the harder of the three variations!","arete, jug, ledge, pocket",-,-,-,dyno,0,0,0,0,1,0,0,0,0
122395578,Disco Superfly,Northern WV > Coopers Rock State Forest > In-Between Area > The Diamond and The Cave Area,https://www.mountainproject.com/route/122395578/disco-superfly,3.5,V6,v6,6,1,12,-79.80994,39.63499,Northern WV,Coopers Rock State Forest,In-Between Area,NA,0,0,Stand start on very small RH pocket and LH on nonexistent sidepull to crimps and climb blank slab to top,Pads,disco superfly: stand start on very small rh pocket and lh on nonexistent sidepull to crimps and climb blank slab to top,"crimp, pocket, slab",-,-,-,-,0,0,0,0,1,0,0,0,0
118705544,I May Have Peed A Little When I Looked Down,Northern WV > Coopers Rock State Forest > In-Between Area > The Diamond and The Cave Area,https://www.mountainproject.com/route/118705544/i-may-have-peed-a-little-when-i-looked-down,4,5.11c/d V4 R,5.11d,11,1,30,-79.80994,39.63499,Northern WV,Coopers Rock State Forest,In-Between Area,NA,0,0,So fun.  So don't fall.  Start in the middle of the face and climb slightly to the right until half way then slightly to the left until the top.  Then jump... JK don't do that.,lots of pads and spotters.,i may have peed a little when i looked down: so fun.  so don't fall.  start in the middle of the face and climb slightly to the right until half way then slightly to the left until the top.  then jump... jk don't do that.,face,fun,-,-,-,0,1,1,0,1,0,0,0,0
122458857,Modern Prometheus,Northern WV > Coopers Rock State Forest > In-Between Area > The Diamond and The Cave Area,https://www.mountainproject.com/route/122458857/modern-prometheus,3,V10,v10,10,1,18,-79.80994,39.63499,Northern WV,Coopers Rock State Forest,In-Between Area,NA,0,0,"Super pure and super hard. Stand start on crimps to the right of the ""coffin"" block in a mini dihedral and climb straight up the obvious line utilizing a big crimp, a lightning bolt crack, and jugs to the top.The first move is very hard and requires strong fingers. After that it's about a V6 or V7 to get to the jugs, and V2 from there.",A few pads including a mini or 2 to jam in the start.,"modern prometheus: super pure and super hard. stand start on crimps to the right of the ""coffin"" block in a mini dihedral and climb straight up the obvious line utilizing a big crimp, a lightning bolt crack, and jugs to the top.the first move is very hard and requires strong fingers. after that it's about a v6 or v7 to get to the jugs, and v2 from there.","crack, crimp, dihedral, jug",-,-,-,-,0,0,0,0,1,0,0,0,0
122530589,Frothing Walrus,Northern WV > Coopers Rock State Forest > In-Between Area > The Diamond and The Cave Area,https://www.mountainproject.com/route/122530589/frothing-walrus,2.8,V8,v8,8,1,NA,-79.80994,39.63499,Northern WV,Coopers Rock State Forest,In-Between Area,NA,0,0,Sit or stand start (there is a newly uncovered foot jug that makes the sit start trivial now) using the left arete and a right hand on a nice sidepull. Smear and toehook and squeeze your way up to a gaston and pop to a flat edge. Topout over the lip.,A pad.,frothing walrus: sit or stand start (there is a newly uncovered foot jug that makes the sit start trivial now) using the left arete and a right hand on a nice sidepull. smear and toehook and squeeze your way up to a gaston and pop to a flat edge. topout over the lip.,"arete, jug",nice,"smear, thin",-,toe hook,0,1,0,0,1,0,0,0,0
124516336,Grave Robber,Northern WV > Coopers Rock State Forest > In-Between Area > The Diamond and The Cave Area,https://www.mountainproject.com/route/124516336/grave-robber,3,V4-,v4,4,1,12,-79.80994,39.63499,Northern WV,Coopers Rock State Forest,In-Between Area,NA,0,0,Stand start LH on sidepull crimp near arete and RH on sidepull crimp rail move up to jug then gain crack/ seam and move up and top out just right of arete!,Pads and spot because wall behind is quite close!,grave robber: stand start lh on sidepull crimp near arete and rh on sidepull crimp rail move up to jug then gain crack/ seam and move up and top out just right of arete!,"arete, crack, crimp, jug",-,-,-,-,0,0,0,0,1,0,0,0,0
124516596,Saturday Night Fever,Northern WV > Coopers Rock State Forest > In-Between Area > The Diamond and The Cave Area,https://www.mountainproject.com/route/124516596/saturday-night-fever,2.8,V4-,v4,4,1,12,-79.80994,39.63499,Northern WV,Coopers Rock State Forest,In-Between Area,NA,0,0,Sit low in crack move up and left to sloper and make big move to high seam and exit left,Pads,saturday night fever: sit low in crack move up and left to sloper and make big move to high seam and exit left,"crack, sloper",-,-,-,-,0,0,0,0,1,0,0,0,0
120810891,Pulchritudinous,Northern WV > Coopers Rock State Forest > In-Between Area > The Pit,https://www.mountainproject.com/route/120810891/pulchritudinous,4,V3 PG13,v3,3,1,22,-79.80941,39.63499,Northern WV,Coopers Rock State Forest,In-Between Area,NA,5.29999999997699e-4,0,Stand start below the tall arete on flat foot jugs. Trudge up through moss to a jug below the arete. Use pockets and crimps on the arete and face holds to the left to climb up the arete and topout.,A highball pad.,pulchritudinous: stand start below the tall arete on flat foot jugs. trudge up through moss to a jug below the arete. use pockets and crimps on the arete and face holds to the left to climb up the arete and topout.,"arete, crimp, face, jug, pocket",-,-,-,-,0,0,0,0,1,0,0,0,0
120810775,The UFO,Northern WV > Coopers Rock State Forest > In-Between Area > The Pit,https://www.mountainproject.com/route/120810775/the-ufo,4,V2,v2,2,1,3,-79.80941,39.63499,Northern WV,Coopers Rock State Forest,In-Between Area,NA,0,0,Laydown start under the UFO. Mantle over the top and don't dab. Rather burly.,A blanket.,the ufo: laydown start under the ufo. mantle over the top and don't dab. rather burly.,-,-,-,-,"burly, mantle",0,0,0,0,1,0,0,0,0
120695506,Baptized In Piss,Northern WV > Coopers Rock State Forest > In-Between Area > The Pit,https://www.mountainproject.com/route/120695506/baptized-in-piss,2,V2,v2,2,1,10,-79.80941,39.63499,Northern WV,Coopers Rock State Forest,In-Between Area,NA,0,0,"Sit start on the low flat jug on the arete with hidden feet.  Make a tough move to the jug, then dyno to the lip.  Mantle onto the shelf, then either walk left to top-out or downclimb the chimney to the right.",-,"baptized in piss: sit start on the low flat jug on the arete with hidden feet.  make a tough move to the jug, then dyno to the lip.  mantle onto the shelf, then either walk left to top-out or downclimb the chimney to the right.","arete, chimney, jug",-,tough,-,"dyno, mantle",0,0,0,0,1,0,0,0,0
