route_id,route,location,url,avg_stars,rating,rating_simple,rating_int,pitches,length,x,y,region_1,region_2,region_3,region_4,x_diff,y_diff,description,protection,text,feature_tags,good_tags,other_tags,bad_tags,skill,bad_ind,good_ind,fun_ind,pretty_ind,boulder_ind,rope_ind,tr_ind,trad_ind,sport_ind
122633089,Saralcc Pit (right),Eastern WV > Camp 70 Boulders > 2. Stigmaria Boulders,https://www.mountainproject.com/route/122633089/saralcc-pit-right,4,V4,v4,4,1,12,-79.4326,39.12299,Eastern WV,Camp 70 Boulders,2. Stigmaria Boulders,NA,0,0,"Sit start under the overhand and hand jam. Use the right arete to reach the lip of the boulder and topout. The lip looks intimidating, but it is not.",Like 5 pads. Very rocky landing.,"saralcc pit (right): sit start under the overhand and hand jam. use the right arete to reach the lip of the boulder and topout. the lip looks intimidating, but it is not.",arete,-,-,-,jam,0,0,0,0,1,0,0,0,0
122641089,SPF,Eastern WV > Camp 70 Boulders > 2. Stigmaria Boulders,https://www.mountainproject.com/route/122641089/spf,3,V6,v6,6,1,8,-79.4326,39.12299,Eastern WV,Camp 70 Boulders,2. Stigmaria Boulders,NA,0,0,Sit start on the arete with your left on a large slopey undercling rail and your right hand on an edge right on the arete and climbs straight up.,A pad,spf: sit start on the arete with your left on a large slopey undercling rail and your right hand on an edge right on the arete and climbs straight up.,"arete, sloper",-,-,-,-,0,0,0,0,1,0,0,0,0
122633142,Locked n' Loaded,Eastern WV > Camp 70 Boulders > 2. Stigmaria Boulders,https://www.mountainproject.com/route/122633142/locked-n-loaded,3,V4-5 PG13,v5,5,1,NA,-79.4326,39.12299,Eastern WV,Camp 70 Boulders,2. Stigmaria Boulders,NA,0,0,Stand start in the hole left of Flip Tip Toe using a pocket and a crimp. Get a high foot and use another pocket. Then lock off again and reach for the lip and a partially shared topout with Flip Tip Toe.,"Two pads, assuming they down slide down the hole.",locked n' loaded: stand start in the hole left of flip tip toe using a pocket and a crimp. get a high foot and use another pocket. then lock off again and reach for the lip and a partially shared topout with flip tip toe.,"crimp, pocket",-,-,-,-,0,0,0,0,1,0,0,0,0
122633074,Sarlacc Pit (left),Eastern WV > Camp 70 Boulders > 2. Stigmaria Boulders,https://www.mountainproject.com/route/122633074/sarlacc-pit-left,3,V4,v4,4,1,12,-79.4326,39.12299,Eastern WV,Camp 70 Boulders,2. Stigmaria Boulders,NA,0,0,Sit start under the nice overhang and hand jam up to sidepulls. Carefully topout left using the crack in the main boulder. Avoid the boulder to the left (the downclimb),"Like, a lot of pads. Like 5.",sarlacc pit (left): sit start under the nice overhang and hand jam up to sidepulls. carefully topout left using the crack in the main boulder. avoid the boulder to the left (the downclimb),crack,nice,-,careful,jam,1,1,0,0,1,0,0,0,0
122633123,Flip Tip Toe,Eastern WV > Camp 70 Boulders > 2. Stigmaria Boulders,https://www.mountainproject.com/route/122633123/flip-tip-toe,2,V4 PG13,v4,4,1,NA,-79.4326,39.12299,Eastern WV,Camp 70 Boulders,2. Stigmaria Boulders,NA,0,0,"Sit start over the 2 foot wide, 4 foot deep slot. Use a flat jug with an undercling above it in the middle of the face to reach up to sloping features and eventually the lip of the boulder. Enjoy and easy but sloping topout.","Two pads, assuming they down slide down the hole.","flip tip toe: sit start over the 2 foot wide, 4 foot deep slot. use a flat jug with an undercling above it in the middle of the face to reach up to sloping features and eventually the lip of the boulder. enjoy and easy but sloping topout.","face, jug",easy,-,-,-,0,1,0,0,1,0,0,0,0
119438808,Dental Choss Arete,Eastern WV > Camp 70 Boulders > 3. Booster Seat Area,https://www.mountainproject.com/route/119438808/dental-choss-arete,2,V3,v3,3,1,7,-79.43757,39.13484,Eastern WV,Camp 70 Boulders,3. Booster Seat Area,NA,0,0,Sit start matched on the big sidepull rail at the bottom of the right arete and climb it until topping out using the same holds as Dental Choss direct.,Pad,dental choss arete: sit start matched on the big sidepull rail at the bottom of the right arete and climb it until topping out using the same holds as dental choss direct.,arete,-,-,choss,-,1,0,0,0,1,0,0,0,0
119438687,Booster Seat,Eastern WV > Camp 70 Boulders > 3. Booster Seat Area,https://www.mountainproject.com/route/119438687/booster-seat,2,V4,v4,4,1,7,-79.43757,39.13484,Eastern WV,Camp 70 Boulders,3. Booster Seat Area,NA,0,0,Start matched on the only good hold under the small roof and climb the small face.,Pad,booster seat: start matched on the only good hold under the small roof and climb the small face.,"face, roof",good,-,-,-,0,1,0,0,1,0,0,0,0
119439800,Gary Coleman,Eastern WV > Camp 70 Boulders > 4. Diff'rent Strokes Area,https://www.mountainproject.com/route/119439800/gary-coleman,3,V3,v3,3,1,5,-79.437,39.13509,Eastern WV,Camp 70 Boulders,4. Diff'rent Strokes Area,NA,0,0,Classic Micro Boulder! Sit start in the cave on a jug and climb up through a perfect crimp and some pockets.,Pad,gary coleman: classic micro boulder! sit start in the cave on a jug and climb up through a perfect crimp and some pockets.,"crimp, jug, pocket",classic,-,-,-,0,1,0,0,1,0,0,0,0
119440318,Spread Eagle,Eastern WV > Camp 70 Boulders > 4. Diff'rent Strokes Area,https://www.mountainproject.com/route/119440318/spread-eagle,2,V0,v0,0,1,9,-79.437,39.13509,Eastern WV,Camp 70 Boulders,4. Diff'rent Strokes Area,NA,0,0,Sit start right of the arete with a left hand on the arete and right hand on a thumb-down pinch. Climb straight up.,Pad,spread eagle: sit start right of the arete with a left hand on the arete and right hand on a thumb-down pinch. climb straight up.,arete,-,-,-,-,0,0,0,0,1,0,0,0,0
119476140,Dual-Tex,Eastern WV > Camp 70 Boulders > 6. Lingchi Area,https://www.mountainproject.com/route/119476140/dual-tex,2,V4,v4,4,1,15,-79.43617,39.13631,Eastern WV,Camp 70 Boulders,6. Lingchi Area,NA,0,0,"Start at the base of the roof on the left side of the cave and make a few cruxy moves to get to the lip. There's a really great knee-bar rest after the roof section! After that, climb the tall arete without using the dirty slab left of the crack.I cleaned a couple footholds on the slab in case you need to bail, since there's no good way to protect the upper section",Pads,"dual-tex: start at the base of the roof on the left side of the cave and make a few cruxy moves to get to the lip. there's a really great knee-bar rest after the roof section! after that, climb the tall arete without using the dirty slab left of the crack.i cleaned a couple footholds on the slab in case you need to bail, since there's no good way to protect the upper section","arete, crack, crux, roof, slab","good, great",-,dirty,-,1,1,1,0,1,0,0,0,0
119495326,Sickle Arete,Eastern WV > Camp 70 Boulders > 7. The Cut (South),https://www.mountainproject.com/route/119495326/sickle-arete,3,V-easy,v0,0,1,10,-79.43695,39.13654,Eastern WV,Camp 70 Boulders,7. The Cut (South),NA,0,0,Start low on the juggy arete and climb it up and right until it runs out.Really fun warmup that flows great!,Pads,sickle arete: start low on the juggy arete and climb it up and right until it runs out.really fun warmup that flows great!,"arete, jug","fun, great, warm up",-,-,-,0,1,1,0,1,0,0,0,0
119690881,Tectonic,Eastern WV > Camp 70 Boulders > 7. The Cut (South),https://www.mountainproject.com/route/119690881/tectonic,3,V0,v0,0,1,14,-79.43695,39.13654,Eastern WV,Camp 70 Boulders,7. The Cut (South),NA,0,0,Climb the tall arete on the back side of the Yoshimi block. (Directly across from Kartik's Arete),Pads,tectonic: climb the tall arete on the back side of the yoshimi block. (directly across from kartik's arete),arete,-,-,-,-,0,0,0,0,1,0,0,0,0
119684773,Yoshimi,Eastern WV > Camp 70 Boulders > 7. The Cut (South),https://www.mountainproject.com/route/119684773/yoshimi,4,V10,v10,10,1,18,-79.43695,39.13654,Eastern WV,Camp 70 Boulders,7. The Cut (South),NA,0,0,Start in the back middle of the cave on a low jug and climb up into the roof and out the pure line of holds.,"Lots of pads and prob a spotter. If solo, I'd want 6 or 7 pads.",yoshimi: start in the back middle of the cave on a low jug and climb up into the roof and out the pure line of holds.,"jug, roof",-,-,-,-,0,0,0,0,1,0,0,0,0
119495352,Max's Donut Shop,Eastern WV > Camp 70 Boulders > 7. The Cut (South),https://www.mountainproject.com/route/119495352/maxs-donut-shop,3.5,V6,v6,6,1,10,-79.43695,39.13654,Eastern WV,Camp 70 Boulders,7. The Cut (South),NA,0,0,"This thing is so cool! 4 Stars even though it's an eliminate.Stand start matched on the lowest crimp feature in the middle of the boulder and instead of using the juggy arete to the left, move up and right to the slanted crack feature.Thanks to Max Withrow for finding the awesome beta on this line!The Sickle Arete to the left is off on this one. The only shared hold is the topout.",Pads,"max's donut shop: this thing is so cool! 4 stars even though it's an eliminate.stand start matched on the lowest crimp feature in the middle of the boulder and instead of using the juggy arete to the left, move up and right to the slanted crack feature.thanks to max withrow for finding the awesome beta on this line!the sickle arete to the left is off on this one. the only shared hold is the topout.","arete, crack, crimp, jug",cool,thin,-,-,0,1,0,0,1,0,0,0,0
119684804,Sashimi Arete (Direct),Eastern WV > Camp 70 Boulders > 7. The Cut (South),https://www.mountainproject.com/route/119684804/sashimi-arete-direct,4,V7,v7,7,1,18,-79.43695,39.13654,Eastern WV,Camp 70 Boulders,7. The Cut (South),NA,0,0,"Start on jugs at the base of the right arete and climb out the steep arete to the point to top out. This is a great technical boulder that has one left hand crimp on it that requires some fairly hard crimping. Other than that, it's all big comfy open hand holds. It's a bit off the deck too so having a spotter or a lot of pads is a good idea.",A lot of pads and/or a spotter. I sent solo with 4 pads.,"sashimi arete (direct): start on jugs at the base of the right arete and climb out the steep arete to the point to top out. this is a great technical boulder that has one left hand crimp on it that requires some fairly hard crimping. other than that, it's all big comfy open hand holds. it's a bit off the deck too so having a spotter or a lot of pads is a good idea.","arete, crimp, jug","good, great",-,-,technical,0,1,1,0,1,0,0,0,0
119690826,Kartik's Arete,Eastern WV > Camp 70 Boulders > 7. The Cut (South),https://www.mountainproject.com/route/119690826/kartiks-arete,2,V4,v4,4,1,NA,-79.43695,39.13654,Eastern WV,Camp 70 Boulders,7. The Cut (South),NA,0,0,Start on the jugs in the center of the boulder. make a couple moves out right to the arete and climb up from there. Really awesome line!,Pads,kartik's arete: start on the jugs in the center of the boulder. make a couple moves out right to the arete and climb up from there. really awesome line!,"arete, jug",-,-,-,-,0,0,0,0,1,0,0,0,0
119496016,LSD,Eastern WV > Camp 70 Boulders > 7. The Cut (South),https://www.mountainproject.com/route/119496016/lsd,2,V5,v5,5,1,10,-79.43695,39.13654,Eastern WV,Camp 70 Boulders,7. The Cut (South),NA,0,0,Sit start matched on the obvious low start jug and climb straight up the taller section of the boulder.,Pad,lsd: sit start matched on the obvious low start jug and climb straight up the taller section of the boulder.,jug,-,-,-,-,0,0,0,0,1,0,0,0,0
119496046,LSA,Eastern WV > Camp 70 Boulders > 7. The Cut (South),https://www.mountainproject.com/route/119496046/lsa,3,V6,v6,6,1,6,-79.43695,39.13654,Eastern WV,Camp 70 Boulders,7. The Cut (South),NA,0,0,"Sit start on the low jug (same as LSD) and climb right towards the arete through some juggy underclings to a few slopers, finally slapping for the victory ""jug"" at the back of the large sidepull rail next to the arete.This climb doesn't use any of the taller section of the boulder to the left.",Pad,"lsa: sit start on the low jug (same as lsd) and climb right towards the arete through some juggy underclings to a few slopers, finally slapping for the victory ""jug"" at the back of the large sidepull rail next to the arete.this climb doesn't use any of the taller section of the boulder to the left.","arete, jug, sloper",-,-,-,-,0,0,0,0,1,0,0,0,0
119690818,Hidden Face,Eastern WV > Camp 70 Boulders > 7. The Cut (South),https://www.mountainproject.com/route/119690818/hidden-face,2,V4,v4,4,1,12,-79.43695,39.13654,Eastern WV,Camp 70 Boulders,7. The Cut (South),NA,0,0,"Start on the jugs at the base of the boulder and climb straight up the center through crimps, and then slopers.",Pads and maybe a spotter,"hidden face: start on the jugs at the base of the boulder and climb straight up the center through crimps, and then slopers.","crimp, face, jug, sloper",-,-,-,-,0,0,0,0,1,0,0,0,0
119495998,Hole of Suffering,Eastern WV > Camp 70 Boulders > 7. The Cut (South),https://www.mountainproject.com/route/119495998/hole-of-suffering,2,V4,v4,4,1,5,-79.43695,39.13654,Eastern WV,Camp 70 Boulders,7. The Cut (South),NA,0,0,Start on holds under the mini roof and climb straight up.Super fun lowball. Only reason I didn't give it more stars is because the landing isn’t great.You may need to stack a pad to reach the start holds if you're short.,Pad,hole of suffering: start on holds under the mini roof and climb straight up.super fun lowball. only reason i didn't give it more stars is because the landing isn’t great.you may need to stack a pad to reach the start holds if you're short.,roof,"fun, great",-,-,-,0,1,1,0,1,0,0,0,0
