route_id,field,value,info
112522475,Description,Originally named Internet Arete (published as Moby's Dick in the 2007 Brayack Guide) Classic! One of the most popular routes at Coopers. Sit start and ascend the leaning block using some good holds and a few heel hooks. Make a big move to the lip of the boulder and top out right around the backside of the boulder.,Description`Originally named Internet Arete (published as Moby's Dick in the 2007 Brayack Guide) Classic! One of the most popular routes at Coopers. Sit start and ascend the leaning block using some good holds and a few heel hooks. Make a big move to the lip of the boulder and top out right around the backside of the boulder.
112522475,Location,The obvious leaning block on the Moby boulder,Location`The obvious leaning block on the Moby boulder
112522475,Protection,Pads,Protection`Pads
107495217,Description,"Start sitting with a left hand pocket and an undercling on the right (search around it can be a bit hidden), move left into a sidepull and then move up and right into some bulbous slopers that will show you how all these ""Tomb Raider"" names came to be. Make a big move to a jug/undercling pinch, then easy topout around to the left.","Description`Start sitting with a left hand pocket and an undercling on the right (search around it can be a bit hidden), move left into a sidepull and then move up and right into some bulbous slopers that will show you how all these ""Tomb Raider"" names came to be. Make a big move to a jug/undercling pinch, then easy topout around to the left."
107495217,Location,Left arete of the Tomb Raider boulder.,Location`Left arete of the Tomb Raider boulder.
107495217,Protection,pads,Protection`pads
107041756,Description,Start on your choice of good holds and follow the left side of the arete to the top.  Pretty good problem.,Description`Start on your choice of good holds and follow the left side of the arete to the top.  Pretty good problem.
107041756,Location,"The arete across from Twist Dah Hick, and the obvious arete on the left side of the corridor.","Location`The arete across from Twist Dah Hick, and the obvious arete on the left side of the corridor."
107041756,Protection,pads,Protection`pads
107294413,Description,"Start standing from the pockets in the middle of the boulder.  Move left to the next set of pockets, then a big move up to the ledge.    Sit start from the flexing flake makes it a little harder.","Description`Start standing from the pockets in the middle of the boulder.  Move left to the next set of pockets, then a big move up to the ledge.    Sit start from the flexing flake makes it a little harder."
107294413,Location,"If you are standing in front of the Leaving Las Favetteville, Puckerface is to your right.","Location`If you are standing in front of the Leaving Las Favetteville, Puckerface is to your right."
107294413,Protection,Pad,Protection`Pad
115679841,Description,"The smallest hold is the start hold that is a full pad crimp.  Stand start there on the chalked up crimper, and follow that to giant but sharp jugs.  The crux of this problem, as with all the others on this side of the boulder, is the topout.","Description`The smallest hold is the start hold that is a full pad crimp.  Stand start there on the chalked up crimper, and follow that to giant but sharp jugs.  The crux of this problem, as with all the others on this side of the boulder, is the topout."
115679841,Location,The left-most problem on this side of the boulder.  Look for the start hold.,Location`The left-most problem on this side of the boulder.  Look for the start hold.
115679841,Protection,Big pads will be appreciated on this one if this is at your limit.,Protection`Big pads will be appreciated on this one if this is at your limit.
112352193,Description,Sit start on left sloper and right slopey edge towards the right side of the tree. Head straight up comfy holds and,Description`Sit start on left sloper and right slopey edge towards the right side of the tree. Head straight up comfy holds and
112352193,Location,About 5 ft to the right of the large tree for the start.,Location`About 5 ft to the right of the large tree for the start.
112352193,Protection,Crash Pads,Protection`Crash Pads
107041786,Description,"Distinguished by a mono. Climb the face, past an undercling to a mono and a pocket.This line is originally known as “The Proctologist” which makes more sense!","Description`Distinguished by a mono. Climb the face, past an undercling to a mono and a pocket.This line is originally known as “The Proctologist” which makes more sense!"
107041786,Location,"On the backside of the free standing boulder.  From the main trail, walk through the corridor and turn left.  This problem starts to the right of the ""Big Pocket"" which is the Big Pocket Problem.","Location`On the backside of the free standing boulder.  From the main trail, walk through the corridor and turn left.  This problem starts to the right of the ""Big Pocket"" which is the Big Pocket Problem."
107041786,Protection,pads,Protection`pads
117928462,Description,"An instant classic in the Cooper's Rock Area and a stroke of genius by the setter, this route will send you into a debaucherous fit of ecstacy from the start and is a great warm-up for the area (it really gets the blood pumping to your fingertips). Find the big pocket ~2 ft off the ground in the middle of the face right of Woody's Arete. Using no hands, step up into the pocket. This problem is complete when you have successfully stood balanced in the pocket using no hands.Note: This route can still be climbed in an absolute downpourThis route is #7a on Boulder 1: Ceiling in the Ceiling Block Area in the Brayack and Keenan Falcon Guidebook.","Description`An instant classic in the Cooper's Rock Area and a stroke of genius by the setter, this route will send you into a debaucherous fit of ecstacy from the start and is a great warm-up for the area (it really gets the blood pumping to your fingertips). Find the big pocket ~2 ft off the ground in the middle of the face right of Woody's Arete. Using no hands, step up into the pocket. This problem is complete when you have successfully stood balanced in the pocket using no hands.Note: This route can still be climbed in an absolute downpourThis route is #7a on Boulder 1: Ceiling in the Ceiling Block Area in the Brayack and Keenan Falcon Guidebook."
117928462,Location,Find the big pocket in the middle of the Ceiling block face that is facing the closest parking area/Mr. Clean Corridor and is opposite the trailside face.,Location`Find the big pocket in the middle of the Ceiling block face that is facing the closest parking area/Mr. Clean Corridor and is opposite the trailside face.
114232025,Description,"Sit start near the left arete on a pod hold, and a right hand gaston. Follow the features up and right to a nice mantle.","Description`Sit start near the left arete on a pod hold, and a right hand gaston. Follow the features up and right to a nice mantle."
114232025,Protection,Pads,Protection`Pads
114170641,Description,"Start on the chest/face height holds and continue straight up past an undercling, sidepull, and slopey crimp to a jug before the final hold at the top. Some semi-tricky beta makes this problem easier for some people.  Stays dry in the rain and cool in the summer!","Description`Start on the chest/face height holds and continue straight up past an undercling, sidepull, and slopey crimp to a jug before the final hold at the top. Some semi-tricky beta makes this problem easier for some people.  Stays dry in the rain and cool in the summer!"
114170641,Location,Obvious line in the center of the large cave across from Green Block. End matched on the highest jug.,Location`Obvious line in the center of the large cave across from Green Block. End matched on the highest jug.
114170641,Protection,1-2 pads. Safe/flat landing. Spotter may be nice for preventing one from hitting the wall behind the problem.,Protection`1-2 pads. Safe/flat landing. Spotter may be nice for preventing one from hitting the wall behind the problem.
107041802,Description,"A beautiful hand crack formed by the two boulders.  Start on the horizontal and slab and follow the roof crack, finishing by traversing off right.","Description`A beautiful hand crack formed by the two boulders.  Start on the horizontal and slab and follow the roof crack, finishing by traversing off right."
107041802,Location,"This is located in the horizontal roof in the back of the area.  Walk through the corridor, turn left, the look right.","Location`This is located in the horizontal roof in the back of the area.  Walk through the corridor, turn left, the look right."
107041802,Protection,pads,Protection`pads
112441068,Description,Sit start and climb the fantastic arete. This route offers great holds and great moves from bottom to top. It is a little hard for the grade and has a very bad landing so make sure you have a few pads and a spotter.,Description`Sit start and climb the fantastic arete. This route offers great holds and great moves from bottom to top. It is a little hard for the grade and has a very bad landing so make sure you have a few pads and a spotter.
112441068,Location,The obvious arete on the Knife Fink boulder.,Location`The obvious arete on the Knife Fink boulder.
112441068,Protection,"Pads, Spotters","Protection`Pads, Spotters"
108575509,Description,Start in shallow dihedral on sidepull jug. Climb right and up into crack. Make a big move up and right to jugs at lip. Swing right heel up for fun topout.,Description`Start in shallow dihedral on sidepull jug. Climb right and up into crack. Make a big move up and right to jugs at lip. Swing right heel up for fun topout.
108575509,Location,Rightmost line on face opposite Politically Left.,Location`Rightmost line on face opposite Politically Left.
108575509,Protection,Pad,Protection`Pad
112522593,Description,"Start stadind and ascend the perfect finger crack. At the top of the crack, move right to a sidepull crack and move up topping out to the right of the tree.","Description`Start stadind and ascend the perfect finger crack. At the top of the crack, move right to a sidepull crack and move up topping out to the right of the tree."
112522593,Location,The obvious splitter finger crack near the middle of First Wall,Location`The obvious splitter finger crack near the middle of First Wall
112522593,Protection,Pads,Protection`Pads
107041808,Description,"Start standing with 2 pockets for hands. Climb the right side of the arete, making moves through edges to the top out. Be careful and be sure to pad this one well.","Description`Start standing with 2 pockets for hands. Climb the right side of the arete, making moves through edges to the top out. Be careful and be sure to pad this one well."
107041808,Location,"In the back corridor, this is the right arete on the right boulder.  From the main trail, continue down the corridor, this is the right at the end to the right.","Location`In the back corridor, this is the right arete on the right boulder.  From the main trail, continue down the corridor, this is the right at the end to the right."
107041808,Protection,pads,Protection`pads
107041781,Description,Start just below and to the right of the large pocket in the center of the face on pocket and pinch. Go straight up through the large pocket to the cruxy smaller pockets and an easy topout.,Description`Start just below and to the right of the large pocket in the center of the face on pocket and pinch. Go straight up through the large pocket to the cruxy smaller pockets and an easy topout.
107041781,Location,"On the back side of the free standing boulder. From the main trail, walk through the corridor, turning left. This problem is distinguished by a...well big pocket.","Location`On the back side of the free standing boulder. From the main trail, walk through the corridor, turning left. This problem is distinguished by a...well big pocket."
107041781,Protection,pads,Protection`pads
115177269,Description,Crouch start on iron rails under the small roof at the bottom.  Climb up the arete on good slopers and ledges to an easy top out.,Description`Crouch start on iron rails under the small roof at the bottom.  Climb up the arete on good slopers and ledges to an easy top out.
115177269,Location,Located on the arete on the right side of the large crevasse two thirds of the way down the cliff line.,Location`Located on the arete on the right side of the large crevasse two thirds of the way down the cliff line.
115177269,Protection,One or two crash pads.,Protection`One or two crash pads.
120252143,Description,Stand start on the slab arete and follow sloping edges and smears straight up the arete until you reach a crack feature on the right. Either layback the crack feature or trend right to good footholds and topout over the lip. Try not to panic and grab the bolt hanger at the top.,Description`Stand start on the slab arete and follow sloping edges and smears straight up the arete until you reach a crack feature on the right. Either layback the crack feature or trend right to good footholds and topout over the lip. Try not to panic and grab the bolt hanger at the top.
120252143,Location,This line goes straight up the right downhill arete of the Giant's Slab boulder.,Location`This line goes straight up the right downhill arete of the Giant's Slab boulder.
120252143,Protection,Probably two pads,Protection`Probably two pads
120978857,Description,"An old-school V2. Sit start on jugs on the right side of the boulder (same as C-section.) Traverse left around the arete and under the lip, in front of the tree, and finish on Delivery.","Description`An old-school V2. Sit start on jugs on the right side of the boulder (same as C-section.) Traverse left around the arete and under the lip, in front of the tree, and finish on Delivery."
120978857,Location,This is the main line in area on the left side of the short corridor. Purple on the topo.,Location`This is the main line in area on the left side of the short corridor. Purple on the topo.
120978857,Protection,Three pads or four?,Protection`Three pads or four?
112802677,Description,Big moves between good holds. Sit start using a small edge and a sidepull on a flake. Make a move to another sidepull and then to a jug. Continue up and slightly right to an easy top out onto the ledge.,Description`Big moves between good holds. Sit start using a small edge and a sidepull on a flake. Make a move to another sidepull and then to a jug. Continue up and slightly right to an easy top out onto the ledge.
112802677,Location,"Located on the far right side of the Ship's Prow boulder, just to the right of Poundin' the Pooch.","Location`Located on the far right side of the Ship's Prow boulder, just to the right of Poundin' the Pooch."
112802677,Protection,Pads,Protection`Pads
106907787,Description,Stand-start and follow the brilliant arete to the top. A super classic! Also known as Bastard's Edge.,Description`Stand-start and follow the brilliant arete to the top. A super classic! Also known as Bastard's Edge.
106907787,Location,"Located on the Ceiling Block, (opposite corner from where you walk in).  The Ceiling Block is the next block past the Tendon Repair Kit Block is the first big obvious boulder on the left which faces the same direction as the trail when walking in.","Location`Located on the Ceiling Block, (opposite corner from where you walk in).  The Ceiling Block is the next block past the Tendon Repair Kit Block is the first big obvious boulder on the left which faces the same direction as the trail when walking in."
106907787,Protection,pads,Protection`pads
115339556,Description,"This route is listed in the Falcon Guide for Cooper's rock as a variation of the Ship's Traverse.Start on your back at the base of the overhang, next to a tree. For full value, start with hands on the first and lowest holds. It won't change the grade, but the moves are fun. Heel hook your way to the jugs at the base of the overhanging arête and finish by doing Ship's Mantle (V2), also listed in the guide book. This is route is not incredibly technical but it will test your endurance. Some consider it hard for the grade.","Description`This route is listed in the Falcon Guide for Cooper's rock as a variation of the Ship's Traverse.Start on your back at the base of the overhang, next to a tree. For full value, start with hands on the first and lowest holds. It won't change the grade, but the moves are fun. Heel hook your way to the jugs at the base of the overhanging arête and finish by doing Ship's Mantle (V2), also listed in the guide book. This is route is not incredibly technical but it will test your endurance. Some consider it hard for the grade."
115339556,Location,"Far climbers left of the Ship's Prow formation, under the overhang and next to a tree. The start is pictured.Start is the beginning of Ship's Traverse, on the far left end of the Ship's Prow formation. The start is pictured in one of the photos.","Location`Far climbers left of the Ship's Prow formation, under the overhang and next to a tree. The start is pictured.Start is the beginning of Ship's Traverse, on the far left end of the Ship's Prow formation. The start is pictured in one of the photos."
115339556,Protection,Pads,Protection`Pads
120456094,Description,Sit start with your right hand on the arete and climb up the left side of the arete. Find the iron jug halfway up and continue to the lip and topout.,Description`Sit start with your right hand on the arete and climb up the left side of the arete. Find the iron jug halfway up and continue to the lip and topout.
120456094,Location,This line follows the arete on the left side of the face seen immediately from the trail. Yellow Line on the topo.,Location`This line follows the arete on the left side of the face seen immediately from the trail. Yellow Line on the topo.
120456094,Protection,A pad.,Protection`A pad.
114488434,Description,Highball on super solid rock! Start on the obvious slab with your hands in the slanted horizontal crack. Make moves straight up sloper crimps and mini pockets straight up until you reach larger pockets and eventually the good top-out edge.,Description`Highball on super solid rock! Start on the obvious slab with your hands in the slanted horizontal crack. Make moves straight up sloper crimps and mini pockets straight up until you reach larger pockets and eventually the good top-out edge.
114488434,Location,"As you walk down into Tilted Tree, the boulder is on the 'Squirrel Poop Boulder' on your left on the obvious large slab. While looking at Question Mark (V5) the Squirrel Soup Boulder is at your 5 o'clock.","Location`As you walk down into Tilted Tree, the boulder is on the 'Squirrel Poop Boulder' on your left on the obvious large slab. While looking at Question Mark (V5) the Squirrel Soup Boulder is at your 5 o'clock."
114488434,Protection,Just bring all the pads. Dont want a broken leg if you fall on the last move.,Protection`Just bring all the pads. Dont want a broken leg if you fall on the last move.
120243436,Description,Stand start on the left side of the downhill right central arete. Climb up the left side of the arete on the tall slab using crimps and jugs on the arete. Topout.,Description`Stand start on the left side of the downhill right central arete. Climb up the left side of the arete on the tall slab using crimps and jugs on the arete. Topout.
120243436,Location,This line starts on the inside of the left arete of the right boulder when facing north (away from the road). Yellow line on the picture.,Location`This line starts on the inside of the left arete of the right boulder when facing north (away from the road). Yellow line on the picture.
120243436,Protection,A pad.,Protection`A pad.
117114752,Description,Many people will enjoy this one. Climb the aesthetic sloping arete on the back side of the Prize Boulder.,Description`Many people will enjoy this one. Climb the aesthetic sloping arete on the back side of the Prize Boulder.
118821728,Description,"Sit Start, Top OutStart sitting with hands on 2 high jugs. One on either side of the dihedral. Use the dihedral features to make your way to a protruding left facing sidepull. Veer slightly right and up to find a good hold and then back left for a high reach to a good hold in the crack. Find your feet and continue straight up through the easy top out.","Description`Sit Start, Top OutStart sitting with hands on 2 high jugs. One on either side of the dihedral. Use the dihedral features to make your way to a protruding left facing sidepull. Veer slightly right and up to find a good hold and then back left for a high reach to a good hold in the crack. Find your feet and continue straight up through the easy top out."
118821728,Location,On the highway facing face of the Creekside Boulder. This route goes up the left side of the face through the dihedral feature.,Location`On the highway facing face of the Creekside Boulder. This route goes up the left side of the face through the dihedral feature.
118821728,Protection,Kind of high with an intimidating landing. A couple pads might help here.,Protection`Kind of high with an intimidating landing. A couple pads might help here.
115339599,Description,"This problem is listed in the Falcon Guide for Cooper's Rock with 4 variations (V3, V3, V4, and V5). This description is for the standard route.Sit start on fun pockets and stand up the to an obvious sloper and undercling. Begin traversing left towards more obvious pockets and move up on them. There are three pockets below the top edge of the formation. If you are shorter, you may choose to use the two right-most pockets (garbage) to statically bump up. The left most pocket is higher and very good, but at 6 feet tall it was a very dynamic movement to reach. Top out is easy from there. If you only have one pad, put it under the finish as it is quite rocky.","Description`This problem is listed in the Falcon Guide for Cooper's Rock with 4 variations (V3, V3, V4, and V5). This description is for the standard route.Sit start on fun pockets and stand up the to an obvious sloper and undercling. Begin traversing left towards more obvious pockets and move up on them. There are three pockets below the top edge of the formation. If you are shorter, you may choose to use the two right-most pockets (garbage) to statically bump up. The left most pocket is higher and very good, but at 6 feet tall it was a very dynamic movement to reach. Top out is easy from there. If you only have one pad, put it under the finish as it is quite rocky."
115339599,Location,Locate the Ship's Prow and Tomb Raider boulders in Upper Rock City. The two boulders create a corridor between them. Walk down the corridor a few feet and this problem will be on your right.,Location`Locate the Ship's Prow and Tomb Raider boulders in Upper Rock City. The two boulders create a corridor between them. Walk down the corridor a few feet and this problem will be on your right.
115339599,Protection,Pads,Protection`Pads
109163280,Description,Sit start on decent holds and moves up to a smaller but sharp hold. Move up to a good jug and then go to the top using an undercling and sloppy holds. Easy topout if you get your feet up.,Description`Sit start on decent holds and moves up to a smaller but sharp hold. Move up to a good jug and then go to the top using an undercling and sloppy holds. Easy topout if you get your feet up.
109163280,Location,On the left side of the boulder.,Location`On the left side of the boulder.
109163280,Protection,2 crash pads and a spotter.,Protection`2 crash pads and a spotter.
122532263,Description,Stand start and climb up through good edges and make big move to top Possibly THE BEST V1at Coopers Rock State Forest!!!,Description`Stand start and climb up through good edges and make big move to top Possibly THE BEST V1at Coopers Rock State Forest!!!
122532263,Location,Boulder next to the main block party boulder.,Location`Boulder next to the main block party boulder.
122532263,Protection,Pads,Protection`Pads
117114773,Description,Sit start on top of a boulder and layback the other side of the shared crack with “Surprise Puppy!” Utilize the sloper and twin pockets to surmount a sloping finish.,Description`Sit start on top of a boulder and layback the other side of the shared crack with “Surprise Puppy!” Utilize the sloper and twin pockets to surmount a sloping finish.
107041746,Description,Stand start using 2 opposing sidepulls and throw to a line of horizontals. Climb the tall face past a left facing sidepull and some slopers to the top. Highball!,Description`Stand start using 2 opposing sidepulls and throw to a line of horizontals. Climb the tall face past a left facing sidepull and some slopers to the top. Highball!
107041746,Location,"On the right boulder this is the right side of the arete, facing the trail.  It is distinguished by an obvious left facing feature.","Location`On the right boulder this is the right side of the arete, facing the trail.  It is distinguished by an obvious left facing feature."
107041746,Protection,pads,Protection`pads
123226965,Description,Stand start below tallest part of slab and climb straight up,Description`Stand start below tallest part of slab and climb straight up
123226965,Location,This is on the boulder below Electric Avenue on the tall slab face. Purple on the topo.,Location`This is on the boulder below Electric Avenue on the tall slab face. Purple on the topo.
123226965,Protection,Pads,Protection`Pads
117118796,Description,"An absolute classic. The traditional start begins at the base of the alcove, where awkward and exciting moves lead to the exit out the right of the twin cracks. If the rock is really dry, start back in the cave for more fun. #10 on the topo","Description`An absolute classic. The traditional start begins at the base of the alcove, where awkward and exciting moves lead to the exit out the right of the twin cracks. If the rock is really dry, start back in the cave for more fun. #10 on the topo"
120377796,Description,Start on the lowermost sloper jug and horizontal crack two feet off the ground with feet on the lowermost face of the boulder and a foot chip on the right face of the boulder. Proceed through though-provoking/non-obvious moves on decent holds to top out the boulder. A great route to work while your crusher friends project the Frenchman and Way of the Gun.,Description`Start on the lowermost sloper jug and horizontal crack two feet off the ground with feet on the lowermost face of the boulder and a foot chip on the right face of the boulder. Proceed through though-provoking/non-obvious moves on decent holds to top out the boulder. A great route to work while your crusher friends project the Frenchman and Way of the Gun.
120377796,Location,About a 20 second walk upstream from Way of the Gun over a sandy patch among smaller rocks/boulders,Location`About a 20 second walk upstream from Way of the Gun over a sandy patch among smaller rocks/boulders
123115482,Description,Sit low on slopers and move up into jugs and traverse right up using edges and cracks to top out at highpoint around corner,Description`Sit low on slopers and move up into jugs and traverse right up using edges and cracks to top out at highpoint around corner
123115482,Location,Right side of Eldorado Roofs as looking down into corridor,Location`Right side of Eldorado Roofs as looking down into corridor
123115482,Protection,Pads,Protection`Pads
107495232,Description,Start at the bottom of the arete on the left side of the Ship's Prow main face (The arete makes the point of the cave on the left side of the boulder). Move right from the Arete and make powerful moves up good holds finishing by topping out just right of the Arete. The shorter variation of Ship's Traverse (V3) finishes through this problem.This route is #16 on Boulder 3: Ship's Prow in the Tomb Raider Area in the Brayack and Keenan Falcon Guide book.,Description`Start at the bottom of the arete on the left side of the Ship's Prow main face (The arete makes the point of the cave on the left side of the boulder). Move right from the Arete and make powerful moves up good holds finishing by topping out just right of the Arete. The shorter variation of Ship's Traverse (V3) finishes through this problem.This route is #16 on Boulder 3: Ship's Prow in the Tomb Raider Area in the Brayack and Keenan Falcon Guide book.
107495232,Location,The Ship's Prow boulder is behind and to the left of the Tomb Raider boulder. The cave is visible on the left side of the boulder. This problem starts outside of the cave on the arete on the left side of the face that makes the point of the cave.,Location`The Ship's Prow boulder is behind and to the left of the Tomb Raider boulder. The cave is visible on the left side of the boulder. This problem starts outside of the cave on the arete on the left side of the face that makes the point of the cave.
107495232,Protection,pads,Protection`pads
122453312,Description,Sit start on nice angled ledge and move right through edges to crack and climb up blunt arete to jugs at top and traverse back left to top out above Bust a Move,Description`Sit start on nice angled ledge and move right through edges to crack and climb up blunt arete to jugs at top and traverse back left to top out above Bust a Move
122453312,Location,On left end of the Ego boulder,Location`On left end of the Ego boulder
122453312,Protection,Pads,Protection`Pads
122533743,Description,Sit start hand jamming in crack and climb up to the claw feature using crimps and traverse right to top out,Description`Sit start hand jamming in crack and climb up to the claw feature using crimps and traverse right to top out
122533743,Location,South end of Bear’s den obvious feature,Location`South end of Bear’s den obvious feature
122533743,Protection,Pads,Protection`Pads
120243473,Description,Stand start on the right side of the arete and continue up crimps and jugs to the lip of the boulder and topout.,Description`Stand start on the right side of the arete and continue up crimps and jugs to the lip of the boulder and topout.
120243473,Location,This line climbs the slab side of the right downhill arete of the left dice boulder. This line is the yellow problem in the picture.,Location`This line climbs the slab side of the right downhill arete of the left dice boulder. This line is the yellow problem in the picture.
120243473,Protection,A pad.,Protection`A pad.
122588647,Description,This thing is sweet! Start clung to the small arete just right of the choss and scamper up and left to the world's best jug. A larger reach and a slightly akward mantle will get you to the top.,Description`This thing is sweet! Start clung to the small arete just right of the choss and scamper up and left to the world's best jug. A larger reach and a slightly akward mantle will get you to the top.
122588647,Location,Pretty much the first thing you see once you enter the area is the said jug.,Location`Pretty much the first thing you see once you enter the area is the said jug.
122588647,Protection,Pad and a good spot,Protection`Pad and a good spot
123183479,Description,Stand start and climb slab using left arete! Notice the old telephone pole nearby and this line can be the down climb off of the West Block if you are not comfortable down climbing the moss covered west slabs of this boulder!,Description`Stand start and climb slab using left arete! Notice the old telephone pole nearby and this line can be the down climb off of the West Block if you are not comfortable down climbing the moss covered west slabs of this boulder!
123183479,Location,On the left side of the Jake Brake Face,Location`On the left side of the Jake Brake Face
123183479,Protection,Pads,Protection`Pads
123115345,Description,"Sit start using a right undercling. Use a mono pocket, a crimp, and a sloepr undercling to reach a flat ledge and topout over smooth lip.","Description`Sit start using a right undercling. Use a mono pocket, a crimp, and a sloepr undercling to reach a flat ledge and topout over smooth lip."
123115345,Location,This boulder starts in the obvious pretty dihedral on the left side of the southern face of the boulder.,Location`This boulder starts in the obvious pretty dihedral on the left side of the southern face of the boulder.
123115345,Protection,Two pads.,Protection`Two pads.
122626632,Description,Stand start on ledge and climb up to arete and cross over to slab top outJump across to main wall to descend!!!,Description`Stand start on ledge and climb up to arete and cross over to slab top outJump across to main wall to descend!!!
122626632,Location,On right side of the Comma boulder,Location`On right side of the Comma boulder
122626632,Protection,Pads,Protection`Pads
122747707,Description,Sit start under lowest point and climb up through jugs using single hand jam in obvious low crack to easy but tall top out Be careful of small boulder below problem,Description`Sit start under lowest point and climb up through jugs using single hand jam in obvious low crack to easy but tall top out Be careful of small boulder below problem
122747707,Location,First area when you drop into the swimming pool boulders and known as the entrance boulder,Location`First area when you drop into the swimming pool boulders and known as the entrance boulder
122747707,Protection,Pads,Protection`Pads
123132728,Description,Climb slab using squiggly seam!,Description`Climb slab using squiggly seam!
123132728,Location,Center of the slab,Location`Center of the slab
123132728,Protection,Pads,Protection`Pads
110053789,Description,One of the best V0's at Bozoo.  Perfect fine grain and completely safe.  Hit this as a warm-up in your tennies on the way to 'project'!  SDS on the low side of the streamside face on opposing sidepulls. Pull up to the lip and traverse left until you go around the corner and reach the highest point on the upstream side of the boulder.  Then hop over the top.,Description`One of the best V0's at Bozoo.  Perfect fine grain and completely safe.  Hit this as a warm-up in your tennies on the way to 'project'!  SDS on the low side of the streamside face on opposing sidepulls. Pull up to the lip and traverse left until you go around the corner and reach the highest point on the upstream side of the boulder.  Then hop over the top.
110053789,Location,stream side face of the boulder,Location`stream side face of the boulder
110053789,Protection,pad?,Protection`pad?
122633102,Description,"Best V0 slab you've yet to do. Walk up the slight ranp, then use two nicely placed large pockets to reach the lip and topout.","Description`Best V0 slab you've yet to do. Walk up the slight ranp, then use two nicely placed large pockets to reach the lip and topout."
122633102,Location,This boulder is south of the end of the main wall directly below the powerlines.,Location`This boulder is south of the end of the main wall directly below the powerlines.
122633102,Protection,"A pad, if you must.","Protection`A pad, if you must."
108814647,Description,SDS and squeeze your way up the Cheese wheel shaped boulder.,Description`SDS and squeeze your way up the Cheese wheel shaped boulder.
108814647,Location,Just behind the Hermit Cave attached to the cliff you will see a nice piece of sandstone that is 5 feet wide.,Location`Just behind the Hermit Cave attached to the cliff you will see a nice piece of sandstone that is 5 feet wide.
108814647,Protection,Pad,Protection`Pad
122721007,Description,Start left end of short cave and traverse right on jugs and finish around the corner and top out You get a good pump on this one!!!,Description`Start left end of short cave and traverse right on jugs and finish around the corner and top out You get a good pump on this one!!!
122721007,Location,Main boulder in area,Location`Main boulder in area
122721007,Protection,Pads but good landing here so not necessary to pad it,Protection`Pads but good landing here so not necessary to pad it
123271879,Description,Stand start with RH in triangle shaped hold and LH on sidepull and make delicate friction only foot moves and high step to small edge. Then climb slab using sidepulls and crimps to highpoint and top out.,Description`Stand start with RH in triangle shaped hold and LH on sidepull and make delicate friction only foot moves and high step to small edge. Then climb slab using sidepulls and crimps to highpoint and top out.
123271879,Location,Slab on right side of the Font Boulder,Location`Slab on right side of the Font Boulder
123271879,Protection,Pads,Protection`Pads
121603093,Description,"Possibly the best beginner slab at The New. Climb the center of the slab towards the obvious iron circle. Not to be confused with the much more blank climb ""Euphoria"" that sits directly to its left.","Description`Possibly the best beginner slab at The New. Climb the center of the slab towards the obvious iron circle. Not to be confused with the much more blank climb ""Euphoria"" that sits directly to its left."
121603093,Location,"Centermost line on the slab. Sits directly to the right of ""Under the Bridge"".","Location`Centermost line on the slab. Sits directly to the right of ""Under the Bridge""."
121603093,Protection,Pads?,Protection`Pads?
122508359,Description,Sit start under small roof using RH on sloper edge and LH undercling go to point on low arete and around corner to edge and top out,Description`Sit start under small roof using RH on sloper edge and LH undercling go to point on low arete and around corner to edge and top out
122508359,Location,Small overhanging boulder behind Ten Cent Arete,Location`Small overhanging boulder behind Ten Cent Arete
122508359,Protection,Pads,Protection`Pads
123216447,Description,Maryland's best boulder in West Virginia. Channel your inner choss monkey and crawl as far as you can into the cave and traverse all the way to the start of hot pocket. Finish is the same as hot pocket.,Description`Maryland's best boulder in West Virginia. Channel your inner choss monkey and crawl as far as you can into the cave and traverse all the way to the start of hot pocket. Finish is the same as hot pocket.
123216447,Location,Go as far back as you can and start on the obvious rock and don’t dab.,Location`Go as far back as you can and start on the obvious rock and don’t dab.
123216447,Protection,A few pads and a spotter.,Protection`A few pads and a spotter.
122395364,Description,Stand start on undercling and make big move to jug tops out on left ledgeBig detached ledge on for feet,Description`Stand start on undercling and make big move to jug tops out on left ledgeBig detached ledge on for feet
122395364,Location,In the cave area behind the Diamond,Location`In the cave area behind the Diamond
122395364,Protection,Pads,Protection`Pads
107829898,Description,"Really fun- my favorite at the grade at Coopers! Although the difficulties end quickly, this problem is pretty long.   Sit start on your choice of an assortment of pockets under the small roof. Make a powerful reach up to some good edges and turn the lip of the roof on good holds. Make a long move to a sloping dish and reach for some good jugs underneath another roof. Traverse right under the roof on good holds and top out on a ledge.","Description`Really fun- my favorite at the grade at Coopers! Although the difficulties end quickly, this problem is pretty long.   Sit start on your choice of an assortment of pockets under the small roof. Make a powerful reach up to some good edges and turn the lip of the roof on good holds. Make a long move to a sloping dish and reach for some good jugs underneath another roof. Traverse right under the roof on good holds and top out on a ledge."
107829898,Location,To the right of Ship's Prow. Look for some heavily chalked pockets below a 4' high roof.,Location`To the right of Ship's Prow. Look for some heavily chalked pockets below a 4' high roof.
107829898,Protection,"Pad. If you're climbing alone, I would say to pad the move below the sloping dish; the traverse afterwards is very easy.","Protection`Pad. If you're climbing alone, I would say to pad the move below the sloping dish; the traverse afterwards is very easy."
121552702,Description,"A gorgeous 5 star arete to the right of Weathered Morality. This surely has been done before, but I am unsure of the name. Either way, it is a classic for the grade!","Description`A gorgeous 5 star arete to the right of Weathered Morality. This surely has been done before, but I am unsure of the name. Either way, it is a classic for the grade!"
