year,film,category,winner,has_indicators,name,mpaa_rating,rating_imdb,rating_rtaudience,rating_rtcritic,release_date,format,genre_action,genre_adventure,genre_biography,genre_comedy,genre_crime,genre_drama,genre_family,genre_fantasy,genre_filmnoir,genre_history,genre_horror,genre_music,genre_mystery,genre_romance,genre_sci-fi,genre_sport,genre_thriller,genre_war,genre_western
1963,Pan,SHORT FILM (Live Action),0,TRUE,"Herman van der Horst, Producer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1963,The Longest Day,VISUAL EFFECTS,1,TRUE,Visual Effects by Robert MacDonald; Audible Effects by Jacques Maumont,G,7.8,90,92,1962-10-04,5,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1963,Mutiny On The Bounty,VISUAL EFFECTS,0,TRUE,Visual Effects by A. Arnold Gillespie; Audible Effects by Milo Lory,UNRATED,7.2,72,71,1962-11-08,5,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1964,Le Maillon Et La Chaine (The Link And The Chain),DOCUMENTARY (Feature),0,TRUE,"Paul de Roubaix, Producer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1964,Robert Frost: A Lover's Quarrel With The World,DOCUMENTARY (Feature),1,TRUE,"Robert Hughes, Producer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1964,Terminus,DOCUMENTARY (Feature),0,TRUE,"Edgar Anstey, Producer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1964,The Yanks Are Coming,DOCUMENTARY (Feature),0,TRUE,"Marshall Flaum, Producer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1964,Chagall,DOCUMENTARY (Short Subject),1,TRUE,"Simon Schiffrin, Producer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1964,The Five Cities Of June,DOCUMENTARY (Short Subject),0,TRUE,"George Stevens, Jr., Producer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1964,The Spirit Of America,DOCUMENTARY (Short Subject),0,TRUE,"Algernon G. Walker, Producer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1964,Thirty Million Letters,DOCUMENTARY (Short Subject),0,TRUE,"Edgar Anstey, Producer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1964,To Live Again,DOCUMENTARY (Short Subject),0,TRUE,"Mel London, Producer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1964,Federico Fellini's 8-1/2,INTERNATIONAL FEATURE FILM,1,TRUE,Italy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1964,Knife In The Water,INTERNATIONAL FEATURE FILM,0,TRUE,Poland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1964,Los Tarantos,INTERNATIONAL FEATURE FILM,0,TRUE,Spain,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1964,The Red Lanterns,INTERNATIONAL FEATURE FILM,0,TRUE,Greece,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1964,Twin Sisters Of Kyoto,INTERNATIONAL FEATURE FILM,0,TRUE,Japan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1964,Cleopatra,MUSIC (Original Score),0,TRUE,Alex North,APPROVED,7,69,55,1963-07-31,NA,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1964,55 Days At Peking,MUSIC (Original Score),0,TRUE,Dimitri Tiomkin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1964,How The West Was Won,MUSIC (Original Score),0,TRUE,"Alfred Newman, Ken Darby",APPROVED,7.1,74,100,1963-02-20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1964,"It's A Mad, Mad, Mad, Mad World",MUSIC (Original Score),0,TRUE,Ernest Gold,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1964,Tom Jones,MUSIC (Original Score),1,TRUE,John Addison,UNRATED,6.7,58,83,1963-12-11,NA,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1964,Bye Bye Birdie,MUSIC (Original Song Score or Adaptation Score),0,TRUE,John Green,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1964,Irma La Douce,MUSIC (Original Song Score or Adaptation Score),1,TRUE,Andre Previn,UNRATED,7.4,78,86,1963-06-05,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1964,A New Kind Of Love,MUSIC (Original Song Score or Adaptation Score),0,TRUE,Leith Stevens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1964,Sundays And Cybele,MUSIC (Original Song Score or Adaptation Score),0,TRUE,Maurice Jarre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1964,The Sword In The Stone,MUSIC (Original Song Score or Adaptation Score),0,TRUE,George Bruns,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1964,America America,BEST PICTURE,0,TRUE,"Elia Kazan, Producer",NA,7.9,86,71,1964-06-17,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1964,Cleopatra,BEST PICTURE,0,TRUE,"Walter Wanger, Producer",APPROVED,7,69,55,1963-07-31,NA,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1964,How The West Was Won,BEST PICTURE,0,TRUE,"Bernard Smith, Producer",APPROVED,7.1,74,100,1963-02-20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1964,Lilies Of The Field,BEST PICTURE,0,TRUE,"Ralph Nelson, Producer",UNRATED,7.7,86,100,1963-07-05,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1964,Tom Jones,BEST PICTURE,1,TRUE,"Tony Richardson, Producer",UNRATED,6.7,58,83,1963-12-11,NA,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1964,Automania 2000,SHORT FILM (Animated),0,TRUE,"John Halas, Producer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1964,The Critic,SHORT FILM (Animated),1,TRUE,"Ernest Pintoff, Producer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1964,The Game (Igra),SHORT FILM (Animated),0,TRUE,"Dusan Vukotic, Producer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1964,My Financial Career,SHORT FILM (Animated),0,TRUE,"Colin Low and Tom Daly, Producers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1964,Pianissimo,SHORT FILM (Animated),0,TRUE,"Carmen D'Avino, Producer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1964,The Concert,SHORT FILM (Live Action),0,TRUE,"Ezra Baker, Producer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1964,Home-Made Car,SHORT FILM (Live Action),0,TRUE,"James Hill, Producer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1964,An Occurrence At Owl Creek Bridge,SHORT FILM (Live Action),1,TRUE,"Paul de Roubaix and Marcel Ichac, Producers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1964,Six-Sided Triangle,SHORT FILM (Live Action),0,TRUE,"Christopher Miles, Producer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1964,That's Me,SHORT FILM (Live Action),0,TRUE,"Walker Stuart, Producer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1964,The Birds,VISUAL EFFECTS,0,TRUE,Ub Iwerks,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1964,Cleopatra,VISUAL EFFECTS,1,TRUE,"Emil Kosa, Jr.",APPROVED,7,69,55,1963-07-31,NA,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1965,The Finest Hours,DOCUMENTARY (Feature),0,TRUE,"Jack Le Vien, Producer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1965,Four Days In November,DOCUMENTARY (Feature),0,TRUE,"Mel Stuart, Producer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1965,The Human Dutch,DOCUMENTARY (Feature),0,TRUE,"Bert Haanstra, Producer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1965,Jacques-Yves Cousteau's World Without Sun,DOCUMENTARY (Feature),1,TRUE,"Jacques-Yves Cousteau, Producer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1965,"Over There, 1914-18",DOCUMENTARY (Feature),0,TRUE,"Jean Aurel, Producer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1965,Breaking The Habit,DOCUMENTARY (Short Subject),0,TRUE,"Henry Jacobs and John Korty, Producers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1965,Children Without,DOCUMENTARY (Short Subject),0,TRUE,"Charles Guggenheim, Producer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1965,Kenojuak,DOCUMENTARY (Short Subject),0,TRUE,National Film Board of Canada,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1965,Nine From Little Rock,DOCUMENTARY (Short Subject),1,TRUE,"Charles Guggenheim, Producer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1965,140 Days Under The World,DOCUMENTARY (Short Subject),0,TRUE,"Geoffrey Scott and Oxley Hughan, Producers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1965,Raven's End,INTERNATIONAL FEATURE FILM,0,TRUE,Sweden,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1965,Sallah,INTERNATIONAL FEATURE FILM,0,TRUE,Israel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1965,The Umbrellas Of Cherbourg,INTERNATIONAL FEATURE FILM,0,TRUE,France,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1965,Woman In The Dunes,INTERNATIONAL FEATURE FILM,0,TRUE,Japan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1965,"Yesterday, Today And Tomorrow",INTERNATIONAL FEATURE FILM,1,TRUE,Italy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1965,Becket,MUSIC (Original Score),0,TRUE,Laurence Rosenthal,PG-13,8,88,76,1964-03-11,NA,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1965,The Fall Of The Roman Empire,MUSIC (Original Score),0,TRUE,Dimitri Tiomkin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1965,"Hush...Hush, Sweet Charlotte",MUSIC (Original Score),0,TRUE,Frank DeVol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1965,Mary Poppins,MUSIC (Original Score),1,TRUE,"Richard M. Sherman, Robert B. Sherman",APPROVED,7.8,86,100,1964-09-11,NA,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1965,The Pink Panther,MUSIC (Original Score),0,TRUE,Henry Mancini,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1965,A Hard Day's Night,MUSIC (Original Song Score or Adaptation Score),0,TRUE,George Martin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1965,Mary Poppins,MUSIC (Original Song Score or Adaptation Score),0,TRUE,Irwin Kostal,APPROVED,7.8,86,100,1964-09-11,NA,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1965,My Fair Lady,MUSIC (Original Song Score or Adaptation Score),1,TRUE,Andre Previn,APPROVED,7.9,90,96,1964-12-25,NA,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1965,Robin And The 7 Hoods,MUSIC (Original Song Score or Adaptation Score),0,TRUE,Nelson Riddle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1965,The Unsinkable Molly Brown,MUSIC (Original Song Score or Adaptation Score),0,TRUE,"Robert Armbruster, Leo Arnaud, Jack Elliott, Jack Hayes, Calvin Jackson, Leo Shuken",APPROVED,6.8,71,75,1964-06-11,NA,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1965,Becket,BEST PICTURE,0,TRUE,"Hal B. Wallis, Producer",PG-13,8,88,76,1964-03-11,NA,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1965,Dr. Strangelove Or: How I Learned To Stop Worrying And Love The Bomb,BEST PICTURE,0,TRUE,"Stanley Kubrick, Producer",PG,8.5,94,99,1964-01-29,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1965,Mary Poppins,BEST PICTURE,0,TRUE,"Walt Disney and Bill Walsh, Producers",APPROVED,7.8,86,100,1964-09-11,NA,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1965,My Fair Lady,BEST PICTURE,1,TRUE,"Jack L. Warner, Producer",APPROVED,7.9,90,96,1964-12-25,NA,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1965,Zorba The Greek,BEST PICTURE,0,TRUE,"Michael Cacoyannis, Producer",UNRATED,7.8,87,86,1964-12-14,NA,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1965,Christmas Cracker,SHORT FILM (Animated),0,TRUE,National Film Board of Canada,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1965,How To Avoid Friendship,SHORT FILM (Animated),0,TRUE,"William L. Snyder, Producer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1965,Nudnik #2,SHORT FILM (Animated),0,TRUE,"William L. Snyder, Producer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1965,The Pink Phink,SHORT FILM (Animated),1,TRUE,"David H. DePatie and Friz Freleng, Producers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1965,Casals Conducts: 1964,SHORT FILM (Live Action),1,TRUE,"Edward Schreiber, Producer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1965,Help! My Snowman's Burning Down,SHORT FILM (Live Action),0,TRUE,"Carson Davidson, Producer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1965,The Legend Of Jimmy Blue Eyes,SHORT FILM (Live Action),0,TRUE,"Robert Clouse, Producer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1965,Mary Poppins,VISUAL EFFECTS,1,TRUE,"Peter Ellenshaw, Eustace Lycett, Hamilton Luske",APPROVED,7.8,86,100,1964-09-11,NA,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1965,7 Faces Of Dr. Lao,VISUAL EFFECTS,0,TRUE,Jim Danforth,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1966,The Battle Of The Bulge...The Brave Rifles,DOCUMENTARY (Feature),0,TRUE,"Laurence E. Mascott, Producer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1966,The Eleanor Roosevelt Story,DOCUMENTARY (Feature),1,TRUE,"Sidney Glazier, Producer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1966,The Forth Road Bridge,DOCUMENTARY (Feature),0,TRUE,"Peter Mills, Producer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1966,Let My People Go,DOCUMENTARY (Feature),0,TRUE,"Marshall Flaum, Producer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1966,To Die In Madrid,DOCUMENTARY (Feature),0,TRUE,"Frédéric Rossif, Producer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1966,Mural On Our Street,DOCUMENTARY (Short Subject),0,TRUE,"Kirk Smallman, Producer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1966,Ouverture,DOCUMENTARY (Short Subject),0,TRUE,Mafilm Productions,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1966,Point Of View,DOCUMENTARY (Short Subject),0,TRUE,Vision Associates Productions,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1966,To Be Alive!,DOCUMENTARY (Short Subject),1,TRUE,"Francis Thompson, Producer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1966,Yeats Country,DOCUMENTARY (Short Subject),0,TRUE,"Patrick Carey and Joe Mendoza, Producers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1966,Blood On The Land,INTERNATIONAL FEATURE FILM,0,TRUE,Greece,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1966,Dear John,INTERNATIONAL FEATURE FILM,0,TRUE,Sweden,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1966,Kwaidan,INTERNATIONAL FEATURE FILM,0,TRUE,Japan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1966,Marriage Italian Style,INTERNATIONAL FEATURE FILM,0,TRUE,Italy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1966,The Shop On Main Street,INTERNATIONAL FEATURE FILM,1,TRUE,Czechoslovakia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1966,The Agony And The Ecstasy,MUSIC (Original Score),0,TRUE,Alex North,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1966,Doctor Zhivago,MUSIC (Original Score),1,TRUE,Maurice Jarre,APPROVED,8,88,82,1965-12-31,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
1966,The Greatest Story Ever Told,MUSIC (Original Score),0,TRUE,Alfred Newman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1966,A Patch Of Blue,MUSIC (Original Score),0,TRUE,Jerry Goldsmith,UNRATED,8,91,100,1965-12-10,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1966,The Umbrellas Of Cherbourg,MUSIC (Original Score),0,TRUE,"Michel Legrand, Jacques Demy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1966,Cat Ballou,MUSIC (Original Song Score or Adaptation Score),0,TRUE,DeVol,APPROVED,6.9,75,100,1965-06-24,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1966,The Pleasure Seekers,MUSIC (Original Song Score or Adaptation Score),0,TRUE,"Lionel Newman, Alexander Courage",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1966,The Sound Of Music,MUSIC (Original Song Score or Adaptation Score),1,TRUE,Irwin Kostal,G,8,91,86,1965-03-29,NA,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1966,A Thousand Clowns,MUSIC (Original Song Score or Adaptation Score),0,TRUE,Don Walker,UNRATED,7.6,91,69,1966-09-09,NA,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1966,The Umbrellas Of Cherbourg,MUSIC (Original Song Score or Adaptation Score),0,TRUE,Michel Legrand,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1966,Darling,BEST PICTURE,0,TRUE,"Joseph Janni, Producer",TV-MA,7.2,71,70,1965-08-03,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1966,Doctor Zhivago,BEST PICTURE,0,TRUE,"Carlo Ponti, Producer",APPROVED,8,88,82,1965-12-31,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
1966,Ship Of Fools,BEST PICTURE,0,TRUE,"Stanley Kramer, Producer",NA,7.2,80,81,1965-10-01,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
1966,The Sound Of Music,BEST PICTURE,1,TRUE,"Robert Wise, Producer",G,8,91,86,1965-03-29,NA,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1966,A Thousand Clowns,BEST PICTURE,0,TRUE,"Fred Coe, Producer",UNRATED,7.6,91,69,1966-09-09,NA,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1966,Clay Or The Origin Of Species,SHORT FILM (Animated),0,TRUE,"Eliot Noyes, Jr., Producer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1966,The Dot And The Line,SHORT FILM (Animated),1,TRUE,"Chuck Jones and Les Goldman, Producers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1966,The Thieving Magpie (La Gazza Ladra),SHORT FILM (Animated),0,TRUE,"Emanuele Luzzati, Producer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1966,The Chicken (Le Poulet),SHORT FILM (Live Action),1,TRUE,"Claude Berri, Producer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
