route,location,url,avg_stars,route_type,rating,pitches,length,y,x
Jump For Joy,Graining Fork Nature Preserve (a.k.a. Roadside Crag) > Natural Bridge Region > Red River Gorge > Kentucky,https://www.mountainproject.com/route/105871986/jump-for-joy,2.1,Sport,5.9+,1,50,37.73151,-83.65679
Kampsight,Graining Fork Nature Preserve (a.k.a. Roadside Crag) > Natural Bridge Region > Red River Gorge > Kentucky,https://www.mountainproject.com/route/105882851/kampsight,2.7,Sport,5.9+,1,80,37.73151,-83.65679
Altered Scale,Graining Fork Nature Preserve (a.k.a. Roadside Crag) > Natural Bridge Region > Red River Gorge > Kentucky,https://www.mountainproject.com/route/106286285/altered-scale,2.1,Sport,5.9+,1,80,37.73151,-83.65679
Fadda,Graining Fork Nature Preserve (a.k.a. Roadside Crag) > Natural Bridge Region > Red River Gorge > Kentucky,https://www.mountainproject.com/route/105860751/fadda,2.2,Sport,5.10a,1,50,37.73151,-83.65679
A.W.O.L,Graining Fork Nature Preserve (a.k.a. Roadside Crag) > Natural Bridge Region > Red River Gorge > Kentucky,https://www.mountainproject.com/route/105880940/awol,2.8,Sport,5.10a,1,50,37.73151,-83.65679
Hard Left,Graining Fork Nature Preserve (a.k.a. Roadside Crag) > Natural Bridge Region > Red River Gorge > Kentucky,https://www.mountainproject.com/route/106065335/hard-left,2.7,"Trad, Sport",5.10a,1,70,37.73151,-83.65679
"You Can Tune a Piano, but You Can't Tuna Fish",Graining Fork Nature Preserve (a.k.a. Roadside Crag) > Natural Bridge Region > Red River Gorge > Kentucky,https://www.mountainproject.com/route/106286289/you-can-tune-a-piano-but-you-cant-tuna-fish,2.5,Sport,5.10b,1,60,37.73151,-83.65679
Crazyfingers,Graining Fork Nature Preserve (a.k.a. Roadside Crag) > Natural Bridge Region > Red River Gorge > Kentucky,https://www.mountainproject.com/route/105886641/crazyfingers,3,Sport,5.10c,1,50,37.73151,-83.65679
Dragonslayer,Graining Fork Nature Preserve (a.k.a. Roadside Crag) > Natural Bridge Region > Red River Gorge > Kentucky,https://www.mountainproject.com/route/105886633/dragonslayer,3.1,Sport,5.10d,1,50,37.73151,-83.65679
Pulling Pockets,Graining Fork Nature Preserve (a.k.a. Roadside Crag) > Natural Bridge Region > Red River Gorge > Kentucky,https://www.mountainproject.com/route/105893126/pulling-pockets,3.2,Sport,5.10d,1,50,37.73151,-83.65679
Just Duet,Graining Fork Nature Preserve (a.k.a. Roadside Crag) > Natural Bridge Region > Red River Gorge > Kentucky,https://www.mountainproject.com/route/106124912/just-duet,2.7,Sport,5.10d,1,70,37.73151,-83.65679
Whiteout Direct (aka Nerds),Emerald City > Natural Bridge Region > Red River Gorge > Kentucky,https://www.mountainproject.com/route/105870771/whiteout-direct-aka-nerds,2.7,Sport,5.8,1,50,37.75195,-83.66364
Diamond in the Rough,Emerald City > Natural Bridge Region > Red River Gorge > Kentucky,https://www.mountainproject.com/route/105860768/diamond-in-the-rough,3.4,Sport,5.10c,1,80,37.75195,-83.66364
Ruby Slippers,Emerald City > Natural Bridge Region > Red River Gorge > Kentucky,https://www.mountainproject.com/route/105870235/ruby-slippers,3.1,Sport,5.10d,1,70,37.75195,-83.66364
Kentucky Pinstripe,Global Village > Natural Bridge Region > Red River Gorge > Kentucky,https://www.mountainproject.com/route/105880920/kentucky-pinstripe,2.8,Sport,5.10a,1,80,37.75161,-83.65731
Loosen Up,Global Village > Natural Bridge Region > Red River Gorge > Kentucky,https://www.mountainproject.com/route/106109316/loosen-up,2.8,Sport,5.10b,1,50,37.75161,-83.65731
